Date,Total Value
2023-10-29,7.5152777777777775
2023-10-30,6.664444444444444
2023-10-31,14.651666666666666
2023-11-01,1.0905555555555555
2023-11-02,8.336666666666666
2023-11-03,4.029444444444445
2023-11-04,8.534444444444444
2023-11-05,7.179444444444444
2023-11-06,6.610833333333334
2023-11-07,7.958055555555556
2023-11-08,7.828611111111111
2023-11-09,8.567222222222222
2023-11-10,6.6433333333333335
2023-11-11,7.008055555555555
2023-11-12,5.0075
2023-11-13,6.833611111111112
2023-11-14,6.908888888888889
2023-11-15,8.107777777777777
2023-11-16,6.892777777777778
2023-11-17,0.2013888888888889
2023-11-18,7.272222222222222
2023-11-19,6.838888888888889
2023-11-20,9.161944444444444
2023-11-21,6.314444444444445
2023-11-22,9.059444444444445
2023-11-23,8.03111111111111
2023-11-24,7.20888888888889
2023-11-25,7.749722222222222
2023-11-26,7.408611111111111
2023-11-27,7.084722222222223
2023-11-28,6.3133333333333335
2023-11-29,8.167777777777777
2023-11-30,9.44138888888889
2023-12-01,6.189444444444445
2023-12-02,9.248611111111112
2023-12-03,6.53
2023-12-04,7.235833333333333
2023-12-05,8.951388888888888
2023-12-06,6.4624999999999995
2023-12-07,8.0125
2023-12-08,7.714722222222222
2023-12-09,8.075555555555557
2023-12-10,9.06638888888889
2023-12-11,9.416944444444445
2023-12-12,7.081388888888889
2023-12-13,14.75611111111111
2023-12-14,0.6636111111111112
2023-12-15,8.483333333333334
2023-12-16,4.097777777777778
2023-12-17,8.315555555555555
2023-12-18,12.341111111111111
2023-12-19,4.796666666666667
2023-12-20,10.438611111111111
2023-12-21,5.5275
2023-12-22,9.133611111111112
2023-12-23,8.98638888888889
2023-12-24,11.306666666666667
2023-12-25,6.849444444444444
2023-12-26,8.643055555555556
2023-12-27,8.627777777777778
2023-12-28,6.545833333333334
2023-12-29,7.606111111111112
2023-12-30,8.66388888888889
2023-12-31,14.438611111111111
2024-01-01,4.230833333333333
2024-01-02,6.622777777777777
2024-01-03,8.940277777777778
2024-01-04,7.307500000000001
2024-01-05,7.67138888888889
2024-01-06,7.682777777777778
2024-01-07,7.6375
2024-01-08,8.4625
2024-01-09,7.62
2024-01-10,16.843888888888888
2024-01-11,3.0233333333333334
2024-01-12,7.749722222222222
2024-01-13,15.278611111111113
2024-01-15,1.7508333333333335
2024-01-16,8.39
2024-01-17,8.733333333333333
2024-01-18,7.570555555555556
2024-01-19,7.679444444444444
2024-01-20,7.094166666666666
2024-01-21,7.145833333333334
2024-01-22,9.340000000000002
2024-01-23,9.021666666666667
2024-01-24,9.833333333333334
2024-01-25,5.928055555555556
2024-01-26,8.109722222222222
2024-01-27,1.4616666666666667
2024-01-28,9.53111111111111
2024-01-29,8.647777777777778
2024-01-30,7.180555555555555
2024-01-31,8.674444444444445
2024-02-01,7.635833333333333
2024-02-02,10.593055555555555
2024-02-03,3.3183333333333334
2024-02-04,8.145555555555557
2024-02-05,10.204166666666666
2024-02-06,18.241944444444446
2024-02-07,0.265
2024-02-08,13.835555555555556
2024-02-09,1.4186111111111113
2024-02-10,17.1975
2024-02-12,0.9388888888888889
2024-02-13,7.838055555555555
2024-02-14,9.37888888888889
2024-02-15,2.4455555555555555
2024-02-16,7.741666666666667
2024-02-17,8.553055555555556
2024-02-18,9.419722222222223
2024-02-19,8.06861111111111
2024-02-20,17.032500000000002
2024-02-21,1.7666666666666666
2024-02-22,9.6525
2024-02-23,8.561666666666666
2024-02-24,6.813888888888889
2024-02-25,10.795
2024-02-26,9.573333333333334
2024-02-27,10.0375
2024-02-28,6.841111111111112
2024-02-29,7.869444444444444
2024-03-01,9.197222222222223
2024-03-02,8.483888888888888
2024-03-03,8.652777777777779
2024-03-04,16.276944444444446
2024-03-05,1.6755555555555555
2024-03-06,9.875555555555556
2024-03-07,8.476944444444444
2024-03-08,9.035555555555556
2024-03-09,10.89
2024-03-10,13.828611111111112
2024-03-11,9.298055555555555
2024-03-12,1.2008333333333334
2024-03-13,9.21
2024-03-14,7.896388888888889
2024-03-15,14.359166666666667
2024-03-17,1.8905555555555555
2024-03-18,10.85138888888889
2024-03-19,7.8475
2024-03-20,8.245277777777778
2024-03-21,10.706388888888888
2024-03-22,8.208055555555555
2024-03-23,8.175555555555555
2024-03-24,15.813055555555556
2024-03-25,1.6288888888888888
2024-03-26,8.893333333333334
2024-03-27,9.043611111111112
2024-03-28,8.9975
2024-03-29,9.602222222222222
2024-03-30,16.70388888888889
2024-03-31,2.163611111111111
2024-04-01,9.241388888888888
2024-04-02,14.573055555555555
2024-04-03,3.214166666666667
2024-04-04,8.61888888888889
2024-04-05,6.944166666666668
2024-04-06,9.282222222222222
2024-04-07,7.171666666666667
2024-04-08,5.806111111111112
2024-04-09,15.147777777777778
2024-04-10,1.4708333333333334
2024-04-11,8.465555555555556
2024-04-12,10.723055555555556
2024-04-13,5.948333333333333
2024-04-14,13.046388888888888
